,Wi,Xi,Yi,Ti,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
128,(3+0j),(33.657631210922375+0j),(7.376352677786921+0j),(3+0j),(3.740699974455483-0.48695185862509976j),(2.1980446298812466+13.458502962506152j),(-12.579799584323455-7.0120617078999095j),(5.143576168729055+13.889622650678806j),(5.408085871173405-4.700204612563637j),(-2.859276936795369-15.928793138230477j),(20.762286776481456-5.738936203792301j),(-12.193070890209928+22.464198063017413j),(1.558232639000177-14.99992099844068j),(-9.561131501483485+3.489814592640059j),(2.981987953297108-3.51003173105023j),(-13.28059874937652+5.989798174414344j)
129,(7+0j),(-26.62512926708993+0j),(-68.10675257857113+0j),(8+0j),(5.029922641841003+11.34100753890583j),(11.793522362061161+1.300910974724013j),(-6.686286969005698-18.29583376319863j),(1.6539386715925122+9.764135059145763j),(-2.84290265703821-4.688836981144878j),(7.455359519872057+7.822268679234724j),(9.250662665926729+12.40657345502272j),(13.67822892715836+0.12898755317502994j),(-9.132502630060843+13.08668448819985j),(1.6148743388886793+10.537287242022636j),(1.1578593162024589+8.143945796707431j),(8.455318781279498-1.9523481405649776j)
130,(6+0j),(5.333625050577958+0j),(103.27849683118728+0j),(2+0j),(-0.2095792165505842-22.583084743738194j),(-29.61882797123011-1.1817454655357327j),(8.011913707485222+4.7745258375214314j),(-15.584808138760424+7.142224976509491j),(6.416043493909652+14.227899207847457j),(19.8224737184584-0.4347174218831851j),(10.179900744200799+3.3092259220149236j),(16.095652215394928+4.033174309052548j),(2.025222106823146-11.176968183683858j),(-9.815985640634246-14.639664053026776j),(-15.159031472843134+5.432061945811315j),(10.669958692872532+3.86303980751784j)
131,(7+0j),(31.764539416418092+0j),(-22.950365161054663+0j),(5+0j),(7.792693506414009+0.925304725206142j),(-3.1383499680080273-7.765317008254936j),(-10.201338150804304-1.751107982423266j),(-2.0533237295378926-9.170398403280375j),(-1.1485606844792358-8.310020517135042j),(-1.7411375515656542+10.409912248280227j),(-17.73379678224095-3.4148650723481335j),(3.772739437313142+15.966237604254667j),(7.174950237748135-3.254005398657323j),(3.713031148461327-2.4298436841163045j),(13.40444508814992-3.063017863120219j),(11.52950877199325-8.417585920919489j)
132,(5+0j),(-25.86021709984625+0j),(-26.922225927595093+0j),(10+0j),(14.857214894930175+3.1730265219149323j),(5.381766604753871-1.2076974107992842j),(-2.291975010367882-13.80473153566925j),(-13.544497758930268+0.10763973477474571j),(-0.1817812660106216+2.159766370672532j),(-10.11635599383984+1.1228242531085695j),(5.842778577380143-7.316479227624857j),(6.470563948279709-0.176046374133287j),(-3.4246116969857128+4.254082486501493j),(20.421174691238004-11.626898724277009j),(0.8466295952778709+9.856029478911266j),(15.09555524483601-1.1138040024936722j)
133,(4+0j),(71.98352875189181+0j),(-21.52758758587244+0j),(6+0j),(3.1134717989819927-14.266178420356503j),(15.569718859265677-6.284564183146275j),(-8.388599259588677+1.1480459100702864j),(-4.783900966320721-15.470821413234972j),(-9.900013099320416-3.100167925349675j),(9.604567928908988-8.172692223122374j),(7.817774616802642+11.410320785485549j),(5.714542922904165-8.311766142918358j),(-8.466648890656034-20.7354584406064j),(-4.652557431833144-2.7127255945038926j),(1.8978130858172948-0.7295875259838934j),(-1.8856051271429735-3.967225698085652j)
134,(5+0j),(-44.780962077056145+0j),(58.477913738142625+0j),(10+0j),(-8.611127037522039+3.6362799764534777j),(-18.170058115081865-13.406247599340674j),(7.905967165124858-18.5369043559679j),(-9.496536943250366-15.38546479152817j),(-11.909795914972284+9.110310591254013j),(-2.993056746971458+14.971947138199972j),(20.98170999030195-6.056575243055027j),(-21.404412847426663-17.90825087729592j),(4.531238849203862-0.6247864926779221j),(14.716165050469199-4.097651235921807j),(2.2221296185898494-6.746806861911541j),(4.624097530106197+7.268063607116343j)
135,(6+0j),(56.37896609046056+0j),(21.233179279236996+0j),(1+0j),(-4.5003391745986026-0.19765675973352745j),(6.604135229278549+1.8243467687930233j),(7.052759639372016-3.8873229465958796j),(-9.621893314294336+10.247430696339663j),(6.175605788806529+2.4053272088583313j),(-4.297979993641553+4.148713717516521j),(-0.7428012226579211+7.234412266419174j),(-3.2596157683097577+4.1602832352339885j),(-13.261888250858629-23.18989372075801j),(-6.904007604436798-7.557048181171247j),(-15.095225565688338+8.899029663822358j),(1.6723057342115852-0.8218611199172703j)
136,(4+0j),(22.705890440952974+0j),(-2.144027012212459+0j),(2+0j),(14.253254505678228-9.198058927123876j),(-14.558557570605492+15.114451456702113j),(-23.817142278173765-9.807788570709402j),(-27.513904662586498-16.879759906610207j),(-23.09263328952518+17.70396915889559j),(-10.806906908262901-17.881203572607266j),(-15.131132380755599+9.353214574955505j),(9.758188534839983+17.45207203478277j),(-6.872512341640952+0.0944031518461764j),(-7.252466804765449+11.528598143236245j),(-13.044366983732363-7.5546364150640475j),(-10.817052797986083+1.1557099485742943j)
137,(5+0j),(139.79527374858137+0j),(62.12536393571499+0j),(6+0j),(-1.9897196830257926-0.9927080245025327j),(12.911728178109502-5.523296646115461j),(2.3002401136817325-2.380480368045118j),(-3.9856156437798473-2.882565483476635j),(2.30279579453811+10.021194361629139j),(1.5698692906904759-7.257587462862631j),(-1.5792822939978823-10.470235084520516j),(8.859336760156772+4.793740080518086j),(6.864026432965497-2.9717748692927355j),(-10.689796025594818+21.701010041724604j),(3.3008633551174213+4.114218704288929j),(9.645222432037606-2.5965636997306625j)
138,(6+0j),(-112.98632538960351+0j),(-152.28746204106622+0j),(11+0j),(9.759982764500744-14.261265863255773j),(-6.281271926434192+0.43907796700483936j),(9.053266234150527+2.754532118450253j),(13.714381087093235+4.531876750231556j),(5.049312906885306+5.464304173288664j),(-6.826952427630335+4.4237832717813825j),(18.143154162228868+6.941404025881653j),(3.6878196125753644-6.855373453224632j),(7.73259504719311-22.36471646982864j),(16.52568247123227+9.475232997854699j),(6.157238266303975-0.467802894841994j),(0.43750984097506784-8.22812243561704j)
139,(3+0j),(8.503319404673631+0j),(-40.38555125878705+0j),(1+0j),(-13.228633560542598+1.0790162362818012j),(-17.133433029703355-12.988207226710317j),(3.93484739351428+8.500857345767212j),(-11.31332057037132-10.051484433961344j),(0.6105570364917174+2.7379310204674514j),(7.457535645114573-0.7805369434959379j),(20.9786158373969+5.786424958674846j),(-13.109128802653881+1.6025750608799803j),(8.459313938856493-7.8598115508000514j),(13.479373758805757-3.257402247519729j),(2.542074057262606+10.652609936843177j),(20.95941786235471-28.208224052381404j)
140,(6+0j),(-38.85839260186252+0j),(144.45194570759625+0j),(7+0j),(23.680252685441392+0.3830441409692217j),(5.182337271588735+11.341148717254477j),(5.074810615532637+17.852037722323104j),(8.924105980375398+8.470414093010751j),(-13.933282389805747+18.96615492880867j),(-6.189361800965884+2.4888742531757297j),(-6.945298083757038+8.37138412245054j),(-2.404480944617399-16.374787904874985j),(-7.642151624739551+3.6879508422900313j),(-2.695387666739517-3.148590022660012j),(-2.092414794102773-20.860849227914102j),(-18.619348232688196-9.185190179351165j)
141,(6+0j),(19.689195085772806+0j),(-133.04511020283235+0j),(6+0j),(1.2292872265383306-11.969392326407373j),(3.9780389602757142+1.769780135279639j),(-13.54466697321124+14.59312787835774j),(-8.119756507976103+8.065780274627045j),(-2.8523086480384814-11.754961521196883j),(-15.259238993298665+2.20162299237701j),(12.756117903154319+12.520889462800127j),(-3.8322070446982397+12.333246866295157j),(-1.6967373365713991-1.9538002673238208j),(2.7052876000303803-2.732848739659638j),(-0.05524112138870337-11.30501321255414j),(10.041590436714866+6.185842540810783j)
142,(3+0j),(17.742683354719052+0j),(-32.996131488405936+0j),(4+0j),(6.461925131932622+5.584442685984814j),(-17.542991011663144+13.872688886439358j),(0.9726669887231437+14.874995471315719j),(6.597536041056864+3.4233706109016775j),(-19.70596437675432+7.875974561122648j),(-18.238119044304813-9.152288864556743j),(-16.032439672159335+2.6109657241559647j),(-9.615935926429561-5.402697386112766j),(-5.230224679689938-3.495168902124476j),(8.654497154901408-10.413716174019111j),(-12.838620062314451+4.778788200055938j),(-8.076457617073093+2.2352682518410703j)
143,(5+0j),(112.4453663073836+0j),(-58.86458853005778+0j),(9+0j),(1.0821044585151005-2.8150919689088845j),(-13.033740760168884-0.19792047027488574j),(-14.509788380477882-5.347789326278546j),(1.2560588888224864-28.579985147529264j),(1.483121273073094+8.982091614020774j),(2.5877048632327964-2.2372625971236144j),(-7.7455259547455+7.6769838405235795j),(4.847965033995299-11.640549123856621j),(0.986521572901716-13.448878204480291j),(20.633882339365396+15.456418239921705j),(11.683817757995278-9.127096939759792j),(-3.8744447092598615+0.33711089808110983j)
144,(5+0j),(-284.3453640164111+0j),(-179.63009451932953+0j),(11+0j),(11.650698860722686+23.52319783880113j),(-15.1557590387776+6.9265632082008395j),(9.774378801211745+3.225017374560511j),(0.20600475793317913+9.598720340055577j),(-3.7594859820770044+11.493323487991658j),(-1.5490499645857716-5.150777893355061j),(-11.390316095426705-18.21226089025229j),(4.67858738721201-7.677200348834666j),(10.428391208203866-3.1090126590129543j),(3.882234427255857+8.065773570352636j),(-2.6416984997452397-3.138472933803703j),(-8.495959807545884-5.202719339850912j)
145,(4+0j),(-48.428719750463706+0j),(-88.09465068865768+0j),(3+0j),(-10.46110548912569+12.814960015968829j),(5.56028741479359-2.8470583606168027j),(-0.6938335679551626-12.398846966343541j),(-2.4762127799334066+10.013083101323836j),(-4.756492165785168-0.9099361917019443j),(-10.915646846095004+4.303457405955489j),(-19.920802411462393-4.306469709632962j),(8.50964029662318+0.6078756340723832j),(12.723209224173075+5.914510047051719j),(-7.952496173003487-2.0381986410725608j),(-0.2382545482609162-20.796183200172923j),(-13.224137195597567+8.394002864066984j)
146,(4+0j),(-149.98498992086073+0j),(107.22544687344286+0j),(8+0j),(-3.2755725223047+2.006263504977091j),(0.32357636645520726-4.969220742443493j),(-0.3070524167928574+12.786838899738111j),(-2.6517352361733293+1.358389875520237j),(20.238033516578568-5.060020939569626j),(2.2955032759396414-6.066773306429906j),(18.798610249989256+15.831200904495592j),(17.519833436800162+5.093653664597698j),(-2.558364639545953-8.191285798840173j),(-1.728022481438618-6.307281559685155j),(-9.155711842150847+22.668527428618532j),(-7.563072775671969-9.731228997058034j)
147,(4+0j),(-70.44663003039196+0j),(-13.48699727055396+0j),(6+0j),(-9.558953985444102+11.00839504323277j),(-8.77089659736463+2.9095101619702595j),(-25.156310930749953-11.070410971406925j),(1.2674980159044704+13.441679822575841j),(6.827086959463742+9.921119860873551j),(4.570317344013118+12.742819794745694j),(16.057628967228062-7.772895734727541j),(-5.048533636009105+11.706122393578726j),(-16.013360855634517+11.041370600642509j),(11.508978352814323+7.911708457244733j),(6.499466338765483-6.929518481269157j),(10.610932554865421-17.157147393004045j)
148,(5+0j),(-80.4362773313019+0j),(85.48751408300633+0j),(9+0j),(-15.991990081176908-8.33230140618279j),(-2.1333790867173654+1.7106097125175832j),(0.7528646323162977-34.46520736831087j),(-3.5754804067960535-10.140957311085735j),(-1.3727346163582812+1.8180161182206664j),(16.33492472443012+1.8784818966643617j),(-3.647902219952195-2.264176668719701j),(9.085304052590619-4.529051567601072j),(0.9102342362482791+0.740794816433281j),(-6.181727075186999-1.7116393732074333j),(2.5513640819416157+1.8090137332732366j),(-5.922674219687531-4.265524122870288j)
149,(6+0j),(-87.89624836389602+0j),(-207.27873816132166+0j),(7+0j),(11.076493032629664+11.528142866639929j),(-3.0973781111650496+1.7081548854407456j),(-0.1777564709614689-4.009083834437071j),(10.589372526348315-2.7097803492730743j),(6.148767840284645+14.279683729868765j),(-8.954883924634894-23.03426808482252j),(-14.078338559635723-4.175743584994905j),(-4.95171877612941-6.651749444002624j),(-1.065871177615047+3.3017847937857816j),(5.332723890584338+8.88824599897741j),(26.809361405279112-6.3443906325931625j),(13.381740638868937+9.90759465786725j)
150,(3+0j),(0.3819826594221615+0j),(-166.5346974872375+0j),(7+0j),(-1.053545859697011+7.7052197331467545j),(6.652901790693649-4.4332969618112426j),(-12.11579867401326+16.405112655327958j),(6.201660950976457-9.83178744186593j),(-3.6958257835767974+11.149467853164353j),(-1.5833621032124272-7.355821255462722j),(5.988098671652723+20.378385688854472j),(-5.7099169711737385+1.0501953022743236j),(13.700581307711964+14.980238178573053j),(-7.846707826668114+12.379913692694963j),(-4.9340080715067325+4.69368785065421j),(3.467239190196824+5.952244461026147j)
151,(5+0j),(-68.10647439858431+0j),(61.63370193037741+0j),(4+0j),(-10.316587882277473-0.9780624692511984j),(-2.319974157667897-8.799938873757307j),(2.288260430100747-1.485754346574672j),(3.7639026492245686+4.522089453220556j),(14.551759626466737+4.041433251989993j),(-8.877939453463174-9.248508996344233j),(3.9064591238126662+18.315323634408067j),(-9.105486931907453+17.40053240303822j),(23.96219808035612-4.209581527332459j),(-12.381461938769757-21.220359913148066j),(-3.074811638499708-6.579209121079112j),(8.135640965150369+1.1508107891635408j)
152,(7+0j),(42.42232438741432+0j),(5.722743939246128+0j),(9+0j),(-8.29463949161965-3.667935851004462j),(-4.525858196882302+1.7634319948301422j),(0.8101198903906883+10.704497669428967j),(-5.511468580516614-7.463632411359326j),(12.8835446102999+8.860413787905165j),(22.75348044753857+9.117634585689693j),(-5.132989386424555-4.2941748537112066j),(10.386583463363891+6.340624496204884j),(9.252367880375134+4.8841210947830245j),(-11.62742633367734-10.221879370514074j),(-4.99413641634976+10.366446450858236j),(-1.0508293743629942+2.0524654205515405j)
153,(3+0j),(-127.96796654086214+0j),(-47.07537706421753+0j),(5+0j),(14.977742020979942-14.762252859026168j),(1.9474901468373114+3.391943104547179j),(4.0122300211520745+12.003006758795966j),(-12.290503009591056-8.244472040777671j),(17.27547710782087+20.37315925625552j),(1.8796561515520904-3.5421145278988977j),(4.129386765631031+3.500435246734832j),(-12.223106644134711-4.10229234100963j),(4.420004995741439-4.201643412791152j),(23.643836762013496-3.6841989925215883j),(-0.04647009665602078-4.049497332945368j),(4.706384309432554-9.783726904048812j)
154,(4+0j),(34.1794685332129+0j),(115.88433615676004+0j),(10+0j),(-3.7409674105977624+7.941050052779736j),(2.6630823600471025-9.073983990946076j),(-10.872021697929348+16.53795903910179j),(-4.093784050518471+11.135900397770326j),(1.0073819541697557+20.277588217177716j),(17.532551881069814-10.674074235226191j),(-15.756253153607977+8.362095804636763j),(15.087056164639934-11.958367056999215j),(-2.575547653798076-14.980867126207977j),(-5.044980954223718-9.714274456394712j),(-6.11569086931161+3.7929426239939734j),(-10.965013311008327-2.644890223891902j)
155,(7+0j),(97.74233118098955+0j),(94.92543383981314+0j),(4+0j),(-6.3035428899143096+17.197998312565762j),(-10.600000814408608-4.756981204254266j),(-0.7043951624515101+1.7301259355421414j),(0.22646764229938374+4.638902984256998j),(6.336498601188575-1.8224814943401781j),(-11.950783896480692+11.051928171223128j),(23.76216963989526+11.339965973695174j),(6.525972227758587-13.731840256081998j),(-4.79993043908023-6.866290794185667j),(-15.127368073843643-1.1506770866274187j),(4.894614918988889+3.52018949126603j),(-2.336825255265378+6.431625827390222j)
156,(6+0j),(-19.172320575583672+0j),(50.451301625040315+0j),(11+0j),(8.66865146358665-16.2513787469333j),(-0.57730920294305-5.869334772474827j),(-1.7560848527818276+3.4092183208702718j),(-19.04337145038282-7.406818891757246j),(0.6352688675196726-7.483229852353882j),(7.183794622946129+10.236978472473927j),(2.065011872630872+5.010647699528665j),(10.335763419662582-5.731048505842912j),(-1.765416694787321-6.14997220113329j),(4.512824157146775+16.459254730422142j),(0.12669386815629724-6.00092477698696j),(1.4276102166064124-22.587574703971725j)
157,(3+0j),(51.193293602037734+0j),(-74.95885418019961+0j),(9+0j),(11.438732214200595-10.220766699687985j),(-2.526741899819232-20.239584408025078j),(-0.8962809385404722-22.14366935922024j),(-9.58732531664414-1.8132321629220485j),(-5.013379294347125+14.652524064596417j),(-4.014374462816549-3.349283208961266j),(9.07026563727613-5.1109492366452525j),(5.5438369138315+14.793752146611762j),(4.41212294408936+0.4539422427886656j),(-8.27590408498835+13.67822752234138j),(-6.375194365366843+3.8045648255937548j),(-10.380501186624613+15.063633860377081j)
158,(3+0j),(-69.06134379188364+0j),(149.95462344582725+0j),(3+0j),(0.7711593133252127+7.518916556223983j),(15.710115046318569-12.522517512479084j),(11.889253635671555-2.365032259088504j),(-11.686974325986403-9.464719655050336j),(11.961010644515948+27.88942532262801j),(-15.238763631361776+5.353209294985034j),(5.404256650221447-29.61295849607518j),(7.7567369243157565-0.6864896171469909j),(15.413486900333249+6.357576101570932j),(-14.263873978142277-11.013345027672285j),(12.964151116354392+13.178615704221029j),(5.269008950367345-0.6437346105646453j)
159,(7+0j),(158.44510933998578+0j),(-3.3734472775246425+0j),(5+0j),(-3.6095412342481077+2.74157884989358j),(13.471384467845684-12.21193955712452j),(7.421250850005129+15.360652014786425j),(3.769714818166224-8.121834815904727j),(-23.72368502481379+5.2315286201853315j),(0.37817570593151695+17.09486773901437j),(1.3164615039401515+1.9809125761374424j),(1.7516444698048086+5.879383044940142j),(10.523136262160534-4.289243507419574j),(19.641024589697217+8.214851186097516j),(-4.694123644900832+6.672211660084719j),(-5.377275353535106-12.216376435592151j)
160,(4+0j),(45.271294788760734+0j),(55.116805626294926+0j),(9+0j),(0.12166806700723559+15.480195069089394j),(-8.85520031143334+11.248123402916884j),(8.632150664443385-1.7927081610213125j),(32.71325836016584+6.731906878783561j),(3.906891821363782-1.1573242553080207j),(2.9736096661249634-9.49372902703143j),(-1.9915574264215534+0.17215872404579144j),(-14.758110434756897-4.054154413146397j),(1.8836394411669266-11.556873026512388j),(-10.998485003331124+6.4454774869460385j),(-12.464722571157886+17.069005256334453j),(-4.725794116918662+0.9339142762786866j)
161,(6+0j),(-44.139811112200356+0j),(61.26657771733891+0j),(2+0j),(7.222203233554673+4.555817162213299j),(-0.971848362901683+6.342285719061093j),(6.567838889332494+0.9665256050206168j),(-5.708379009297144-9.632266082512903j),(2.838034225472246+7.749720271411511j),(-1.5129973393064344-5.936682400907678j),(0.9423317850931312-0.36644758965227153j),(-4.892975256292135-8.375807258757007j),(16.27405866193523-4.368377509900778j),(15.817460932741918-7.545407635756854j),(-10.8479764137888+5.0851404551204755j),(12.916012204413907-6.711812899238793j)
162,(4+0j),(-79.38989079269109+0j),(-175.10918844310515+0j),(4+0j),(-3.0995728135534812-0.03791145193551502j),(-11.61928608693499+14.917915634087262j),(-10.211634068254353+11.505616265906093j),(19.900995780642507+5.60552685423954j),(-11.485909492277415-0.3401188777728104j),(5.103110532592367-1.4064512852806628j),(-10.96890789793491+11.366092898061005j),(-6.668048322809451-9.494883209920456j),(6.292878237993894-4.979160879885541j),(5.480727418781818-3.9932887137240014j),(4.000974460391687-17.606684790566494j),(-0.07959877522851+2.4453399315265947j)
163,(7+0j),(-31.642191661299922+0j),(-53.33377345875709+0j),(4+0j),(-3.786626995918234+2.6491480315490707j),(10.31979383777841-0.7740012860435255j),(11.367573880582508+5.790006955197638j),(-6.919052257205635-7.156491911335548j),(16.76863927370646+3.9292054796458937j),(-3.2439025635452348-0.9719293204139094j),(-6.693482932266633+9.217427159394468j),(-9.649783718851722+4.0963780582740235j),(18.37392765339018-7.775218150024179j),(19.621537322135964-19.152149890959848j),(6.101127922454685+13.802886710294809j),(-0.0463984277665136+0.6989866236540799j)
164,(5+0j),(219.0561680581603+0j),(78.80212036248199+0j),(3+0j),(1.257908554919561-8.820758133738275j),(-17.953226194482248-3.769994853977309j),(11.45329656120595+5.4603845404733935j),(-20.7364103041615+0.5901689678222881j),(7.196524441249668+6.044423662498253j),(6.294307231770179+0.8073209233854166j),(5.809006464573461+3.1040361967271917j),(-1.611199303562061-0.9315744162643824j),(-23.790897330508564-5.4485187516037215j),(-9.300134020895802-5.507669500567381j),(4.810540925935981+6.4832999214234395j),(-4.583316083128486-2.2414809359575605j)
165,(3+0j),(33.605281371739295+0j),(83.53674677138379+0j),(5+0j),(1.0630659954492323+7.208947171525487j),(-9.974580293556972+7.468461657113213j),(11.634159310557855-10.360066981805234j),(-0.9707649219716553+8.700589341428506j),(-1.8216606853445552+20.586492466796564j),(-5.518892560315651-9.562963996606955j),(11.1502124571229-0.5219492611695666j),(13.757676246845008-7.279582791226209j),(24.788825247853165+10.809713812741816j),(-0.4371598406054344+5.855645612126461j),(0.4751998444663305+1.9366584351657745j),(-3.0034594752348163+18.21840525999015j)
166,(6+0j),(147.46200855706047+0j),(-209.23791158334245+0j),(6+0j),(3.310777990010027-2.7809724403302862j),(-6.152131112498854+11.657589984954384j),(-2.592935804086119-10.58400131247436j),(-11.885931139416567+9.885212931020243j),(5.157857712391004-7.496504953119779j),(-19.700698205408123-5.4936632577629805j),(-8.577084610816154+7.56586644908884j),(4.147570941044488+1.5774242361942938j),(2.8604626994563755+7.071320028601299j),(-14.376281179059792-10.202837652005323j),(-2.036126305643947+1.4494483419028878j),(-5.0550056434096575-8.877407781578869j)
167,(5+0j),(-113.28440161553466+0j),(32.08624451499495+0j),(9+0j),(21.511571165247485-11.775837940202736j),(3.983377627339749-5.831395716396759j),(-14.446052181456725+6.802334916004846j),(-6.375373303614495+12.341599993687991j),(-3.691098892213482-0.46812067595859197j),(2.1398094424397325-15.312024936003702j),(-27.915794938896425+9.11126553185995j),(2.504754788139948+5.95437858925577j),(-3.9783858033262987+0.2006636938369963j),(-8.619581942577097-14.981763913232118j),(11.895732536710124-3.244312831871561j),(2.006014624435684-3.9411282646317156j)
168,(4+0j),(-26.985377664423964+0j),(66.47670255480202+0j),(3+0j),(-4.46233630528687-7.397503723589361j),(11.984543189562624-13.850954267801995j),(-19.220928479144845+11.762521903756976j),(7.769011941419409-12.444287097703253j),(15.951235099296-5.372237734849566j),(-1.228822386464776+5.61223732930761j),(-26.422383231599007-12.357234720963234j),(-1.8997178650519877-19.003907821880816j),(-11.024416876970554+10.147416512147982j),(22.41734513674158-8.314982993156105j),(2.7613087514336914+0.1009122741460418j),(-9.164379679913786+7.074262830694888j)
169,(6+0j),(16.194803603821466+0j),(-13.611915121160509+0j),(5+0j),(-8.920196605806442-2.718193946231591j),(-7.778918115303753-21.757911093125458j),(6.895220558926879+13.453833767727817j),(9.675545644406672-6.6167297054176j),(-4.942245353629845+1.318167084847763j),(5.768627496893978+6.217451406761674j),(4.4223733010157575-8.743970272020777j),(5.399400112754993+9.864506071669584j),(0.6989536845265867-3.0150901494478437j),(-6.190074094695889+14.863394587604004j),(4.929002750864529-26.43484441139735j),(6.396180894569717+11.362402317840466j)
170,(4+0j),(146.18977287969096+0j),(-68.90013764651448+0j),(2+0j),(5.160486282022418-8.706519905118919j),(1.2737888339510992+12.374534385627545j),(-17.7836315877007-7.935832741164318j),(11.042185061230027-3.635367817625861j),(6.3158819594370375+23.427008725414993j),(-10.974741580350942+15.041778033897199j),(13.33614644120621+1.3820163180643763j),(-0.8976547017563208+3.910310079608152j),(-1.8369474260565162-11.229628222149026j),(-10.328232501926337-0.9132489865409787j),(10.990432231083755-7.162539402776088j),(14.227953761698338-7.740373801618313j)
171,(7+0j),(115.26684125542899+0j),(-224.99516741914238+0j),(9+0j),(-13.269017110506345+1.4254526335079842j),(4.457035249511237-15.106114981403307j),(-1.0556336259173342+9.769756822745547j),(-11.68576825331171+8.407606852511492j),(-2.5588335584567052+19.727858491133794j),(-4.436406542968859-10.531063550226465j),(-8.155530711229652-3.928284077701192j),(-2.595263631664074+2.6086589405651943j),(2.4813249363063865-0.9090727837820151j),(-0.7119416783995475-5.539625115154063j),(-6.2006845866420655-5.7479398853020385j),(12.280751145783368+11.060772348613888j)
172,(4+0j),(-17.45312343734532+0j),(-157.4288875430565+0j),(6+0j),(-1.1585718434897727+15.439766871408072j),(14.582332650108443+9.676965211037778j),(4.922684631924468+11.998845968587379j),(7.705490822637694+0.916932403456226j),(-9.994276630756078-2.2711024727200293j),(-4.375944533235549+7.050527577210302j),(-20.016619387974224-1.7075762175605702j),(0.016074969685574342+14.793820937872049j),(-8.601441211657052+1.3263858171564216j),(-4.4140002687947115-17.3262874332292j),(8.940903350184948+8.91098346686526j),(4.750602999963363+5.763337777884935j)
173,(7+0j),(-125.33658373410228+0j),(-164.76492477166227+0j),(9+0j),(34.03892229787899-5.676280205440688j),(4.424754463517301+9.770862754849274j),(-3.5102317105074867-1.6855794906289217j),(5.319471900565837-16.585618207919573j),(15.81558026162245-15.94121610930874j),(-1.8033763702571528-2.6269477018141j),(-1.9291091822281485+5.225081712494913j),(-13.741055128256622+9.037354465446318j),(-3.2524087979117082+5.217689788856222j),(10.847535270904185+11.169676632622267j),(-1.1869680496843764-11.351368904275063j),(10.13261162341548-3.256690472984549j)
174,(7+0j),(51.30848323650503+0j),(184.48124723554665+0j),(10+0j),(8.803418236000327+8.1263641892705j),(7.883110763087505+27.664585985484422j),(-11.184123663005892+9.12066494424535j),(8.666048498278919+6.689326480309142j),(-13.934370057784111+15.067037362822969j),(7.6972503052818055+5.269197369524635j),(-0.21267122520206763-28.255273165340586j),(-17.547207448050944+13.109107713658265j),(-0.24208050115750435+16.644904604885067j),(-18.203478603867648-13.048895858521298j),(3.9671312707211155-13.449950970846412j),(22.119886545830774-5.511771262291991j)
175,(6+0j),(-179.99053048953954+0j),(-89.47875232036216+0j),(2+0j),(-10.757484045703178+0.2458241383418005j),(-3.0611163679556688-21.540032897452686j),(-7.573278730962829+4.6142601582518745j),(10.689143029907475+4.237931177453676j),(7.968157816114953+9.496092364279544j),(-8.323331623245966+1.530025628037204j),(-21.619642413232878+7.893054341645214j),(-11.696920821666579-4.686287723047719j),(-17.293221889436676-10.451095264978754j),(-3.2300508912063393-1.875508603532874j),(14.120579825490902-10.17716063991073j),(0.09956718556076578-14.69305813340674j)
176,(5+0j),(56.99497590273842+0j),(-203.50358628605667+0j),(2+0j),(18.26293929264403+10.692260477052722j),(-18.209524471397-10.072643611299739j),(-1.8363682421825178+9.681410687852113j),(13.13036525719879-7.30712322222468j),(14.079957407673993-10.862643219704394j),(10.379942873621372-15.983577551728857j),(2.2938209810426406+7.965647853838788j),(-3.8312961833562653-2.042722494979604j),(-9.87835718964331+0.8370773751779774j),(-5.535900244370579+0.4300229864527769j),(1.4546430477336514-2.618868564621854j),(12.694480169168777-11.085857212193847j)
177,(3+0j),(-31.808945427284307+0j),(115.5342704170239+0j),(2+0j),(0.3844205127682222+22.987467814070133j),(8.513810976755972+4.51067638063603j),(-15.78512774024517-14.654169384324888j),(-19.231956334035797-2.877792884916763j),(-5.782415534528664-0.07735712194022368j),(-12.10910120238773-1.2938870418785677j),(12.56796979652924-0.733487065275087j),(11.833761832163175-4.668701495243065j),(-5.742724960700146-0.9537208845800266j),(18.56447047575869-18.112014995826854j),(1.706783810486158+10.919880205072252j),(-1.4189555969385703+1.5871762871629511j)
178,(4+0j),(138.2799623503026+0j),(119.15171125659565+0j),(11+0j),(-9.035052997376715+4.915806868859865j),(17.208411411033833+11.54474093861479j),(13.854607907757742-0.6596253963191651j),(7.677400349217588-1.3571122155042121j),(4.247995493213925-15.218603575715296j),(8.662318729626989+4.321054314250481j),(7.043819348010785+7.019723249349305j),(-10.015455465899946-9.148884652667613j),(-9.781448414576591+6.894405505042341j),(-10.579824436881992-7.2584157287599504j),(-3.0439172381438317+13.200260353289707j),(-21.047405309854938+1.9352209864344518j)
179,(6+0j),(245.0719404379953+0j),(-195.56283067538124+0j),(6+0j),(16.923979735024293-3.264121555663783j),(2.861282018861482+1.124294670989179j),(-4.599209677863184-0.8398848892339474j),(1.0439730793074045+4.1208193469606265j),(-10.242759662169433+6.099456870741024j),(4.002382898127113+6.8739695213960195j),(2.2278045631853476-19.404950234651842j),(7.117083162850543-4.663833064563424j),(-9.30094255829194-24.91478042232135j),(-12.184557522155423+14.47331412504398j),(14.284555703774364+16.813625459095675j),(15.328973511007495+4.196640183629464j)
